Date/Time,Location,Race,Gender,IDOT Classification,Reason for Stop,Citations/Violations,Disposition,Search
10/8/2019 8:25 AM,5200 S. Harper,Asian,Male,moving Violation - Other,Wrong way on one way street,N/A,Verbal Warning,No
10/8/2019 12:47 PM,5420 S. Kenwood,African American,Male,Traffic sign/signal,Disobeyed traffic control device,N/A,Verbal Warning,No
10/8/2019 4:21 PM,5034 S. Dorchester,African American,Male,Traffic sign/signal,Disobeyed traffic control device,N/A,Verbal Warning,No
10/8/2019 8:36 PM,5000 S. Blackstone,Caucasian,Male,Traffic sign/signal,Disobeyed Stop Sign,N/A,Verbal Warning,No
10/9/2019 8:57 PM,4800 S. Greenwood,African American,Male,Lane Violation,No Turn Signal,N/A,Verbal Warning,No
10/9/2019 10:48 PM,5600 S. Lake Park,African American,Female,Lane Violation,No Turn Signal,N/A,Verbal Warning,No
10/10/2019 10:36 AM,820 E. 55th Street,Caucasian,Female,Lane Violation,"Failure to Yield to Pedestrian in
Crosswalk",N/A,Verbal Warning,No
10/10/2019 1:28 PM,5500 S. Woodlawn,African American,Male,Lane Violation,"Failure to Yield to Pedestrian in
Crosswalk",N/A,Verbal Warning,No
10/10/2019 5:48 PM,5200 S. Drexel,African American,Male,Seat belt,Seat Belt Violation,N/A,Verbal Warning,No
10/10/2019 6:26 PM,5500 S. Woodlawn,Caucasian,Male,Lane Violation,"Failure to Yield to Pedestrian in
Crosswalk",N/A,Verbal Warning,No
10/10/2019 9:36 PM,5048 S. Cornell,African American,Male,moving Violation - Other,Wrong way on one way street,N/A,Verbal Warning,No
10/10/2019 9:51 PM,4900 S. Drexel,African American,Male,Lane Violation,No Turn Signal,N/A,Verbal Warning,No
10/11/2019 1:14 PM,Midway Plaisance & Woodlawn,African American,Male,moving Violation - Other,"Failure to Yield to Pedestrian in
Crosswalk",N/A,Verbal Warning,No
10/11/2019 2:22 PM,5900 S. Blackstone,African American,Female,moving Violation - Other,Wrong way on one way street,N/A,Verbal Warning,No
10/11/2019 8:23 PM,5400 S. Lake Park,Caucasian,Male,Traffic sign/signal,Improper left turn,N/A,Verbal Warning,No
10/11/2019 8:35 PM,4900 S. Lake Park,African American,Male,Traffic sign/signal,Improper U- Turn,N/A,Verbal Warning,No
10/11/2019 10:34 PM,5100 S. East End,African American,Male,Traffic sign/signal,Disobeyed Stop Sign,N/A,Verbal Warning,No
10/12/2019 9:48 AM,1111 E. 60th Street,Caucasian,Male,Lane Violation,Improper lane usuage,N/A,Verbal Warning,No
10/12/2019 9:50 AM,1120 E. 53rd Street,African American,Male,Traffic sign/signal,Disobeyed Stop Sign,N/A,Verbal Warning,No
10/12/2019 4:25 PM,6300 S. Kimbark,African American,Female,Traffic sign/signal,Disobeyed traffic control device,N/A,Verbal Warning,No
10/12/2019 9:05 PM,5000 S. Dorchester,African American,Male,Traffic sign/signal,Disobeyed Stop Sign,N/A,Verbal Warning,No
10/13/2019 7:26 AM,5600 S. Ellis,African American,Female,moving Violation - Other,Wrong way on one way street,N/A,Verbal Warning,No
10/13/2019 2:18 PM,5100 S. Blackstone,African American,Male,Traffic sign/signal,Red Light Violation,N/A,Verbal Warning,No
10/13/2019 8:42 PM,5300 S. Hyde Park,African American,Female,Traffic sign/signal,Disobeyed Stop Sign,N/A,Verbal Warning,No
10/13/2019 10:40 PM,5500 S. Dorchester,Caucasian,Male,Traffic sign/signal,No right turn on red,N/A,Verbal Warning,No
10/14/2019 3:30 AM,5500 S. Greenwood,African American,Male,Traffic sign/signal,Red Light Violation,N/A,Verbal Warning,No
10/14/2019 12:01 PM,5400 S. Woodlawn,Hispanic,Male,Traffic sign/signal,Disobeyed traffic control device,N/A,Verbal Warning,No
10/14/2019 12:40 PM,1219 E. 53rd Street,African American,Male,Traffic sign/signal,Disobeyed traffic control device,N/A,Verbal Warning,No
10/14/2019 1:51 PM,1209 E. 53rd Street,Caucasian,Male,Traffic sign/signal,Disobeyed traffic control device,N/A,Verbal Warning,No
10/14/2019 3:51 PM,5416 S. Woodlawn,African American,Female,Lane Violation,Improper lane usuage,N/A,Verbal Warning,No
10/14/2019 4:03 PM,1316 E.53rd Street,Caucasian,Female,Traffic sign/signal,Disobeyed traffic control device,N/A,Verbal Warning,No
10/14/2019 4:39 PM,5300 S. Greenwood,African American,Female,Traffic sign/signal,Disobeyed traffic control device,N/A,Verbal Warning,No
10/14/2019 4:43 PM,5200 S. Drexel,African American,Male,Traffic sign/signal,Disobeyed Stop Sign,N/A,Verbal Warning,No
10/14/2019 6:37 PM,1207 E. 55th Street,African American,Female,Lane Violation,"Failure to Yield to Pedestrian in
Crosswalk",N/A,Verbal Warning,No
10/14/2019 8:46 PM,5600 S. Cottage Grove,African American,Male,Lane Violation,No Turn Signal,N/A,Verbal Warning,No
10/14/2019 10:40 PM,5200 S. Kimbark,African American,Male,Traffic sign/signal,Disobeyed Stop Sign,N/A,Verbal Warning,No
10/14/2019 11:26 PM,5300 S. Blackstone,African American,Male,Lane Violation,No Turn Signal,N/A,Verbal Warning,No
10/15/2019 7:47 AM,5400 S. Woodlawn,African American,Male,Traffic sign/signal,Disobeyed Stop Sign,N/A,Verbal Warning,No
10/15/2019 9:00 AM,1000 E. Midway Plaisance,African American,Male,Traffic sign/signal,"Failure to Yield to Pedestrian in
Crosswalk",N/A,Verbal Warning,No
10/15/2019 9:15 PM,6200 S. Stony Island,African American,Female,Traffic sign/signal,Red Light Violation,N/A,Verbal Warning,No
10/15/2019 11:23 PM,5700 S. Dorchester,African American,Male,Traffic sign/signal,Disobeyed Stop Sign,N/A,Verbal Warning,No
10/16/2019 10:57 AM,5700 S. Woodlawn,Caucasian,Female,moving Violation - Other,Wrong way on one way street,N/A,Verbal Warning,No
10/16/2019 6:50 PM,5500 S. Kimbark,Caucasian,Female,Traffic sign/signal,Disobeyed traffic control device,N/A,Verbal Warning,No
10/17/2019 16:33 PM,5800 S.Kimbark,African American,Male,moving Violation - Other,Wrong way on one way street,N/A,Verbal Warning,No
10/18/2019 3:13 PM,1313 E. 53rd Street,African American,Male,Traffic sign/signal,Disobeyed traffic control device,N/A,Verbal Warning,No
10/18/2019 3:30 PM,5201 S. Woodlawn,African American,Male,Traffic sign/signal,Disobeyed traffic control device,N/A,Verbal Warning,No
10/18/2019 4:04 PM,5208 S. Drexel,African American,Male,Traffic sign/signal,Disobeyed traffic control device,N/A,Verbal Warning,No
10/18/2019 4:30 PM,5452 S. Woodlawn,African American,Male,Traffic sign/signal,Disobeyed traffic control device,N/A,Verbal Warning,No
10/18/2019 6:38 PM,5800 S. Blackstone,African American,Female,License Plate Registration,Improper display of License Plate,N/A,Verbal Warning,No
10/18/2019 8:36 PM,5900 S. Stony Island,African American,Male,Traffic sign/signal,Red Light Violation,N/A,Verbal Warning,No
10/18/2019 8:56 PM,5300 S. University,African American,Male,Lane Violation,No Turn Signal,N/A,Verbal Warning,No
10/18/2019 11:05 PM,5150 S. Cornell,African American,Male,moving Violation - Other,Wrong way on one way street,N/A,Verbal Warning,No
10/18/2019 11:24 PM,5100 S. Cornell,Caucasian,Male,Lane Violation,Improper Turn,N/A,Verbal Warning,No
10/19/2019 2:38 AM,5000 S. Ellis,Asian,Female,Equipment,No Headlights when Required,N/A,Verbal Warning,No
10/19/2019 9:36 AM,5800 S. Cottage Grove,African American,Male,Traffic sign/signal,Disobeyed traffic control device,N/A,Verbal Warning,No
10/19/2019 9:52 AM,1460 E. 57th Street,African American,Female,moving Violation - Other,Wrong way on one way street,N/A,Verbal Warning,No
10/19/2019 2:44 PM,5300 S. Kimbark,Caucasian,Female,Traffic sign/signal,Disobeyed traffic control device,N/A,Verbal Warning,No
10/19/2019 4:29 PM,5500 S. University,African American,Female,Traffic sign/signal,Disobeyed traffic control device,N/A,Verbal Warning,No
10/20/2019 8:56 PM,47th  & Cornell,African American,Male,Traffic sign/signal,Red Light Violation,N/A,Verbal Warning,No
10/22/2019 12:10 AM,5300 S. Greenwood,African American,Female,Traffic sign/signal,Failed to Stop at Light,One Citation Issued,Citation Issued,No
10/22/2019 11:33 AM,1101 E. 54th Street,African American,Female,Traffic sign/signal,Red Light Violation,N/A,Verbal Warning,No
10/22/2019 1:18 PM,Midway Plaisance & Blackstone,Asian,Male,moving Violation - Other,Wrong way on one way street,N/A,Verbal Warning,No
10/22/2019 6:33 PM,6100 S. Kenwood,African American,Male,Equipment,No Headlights when Required,N/A,Verbal Warning,No
10/23/2019 10:50 AM,5500 S. Woodlawn,Caucasian,Male,Traffic sign/signal,"Failure to Yield to Pedestrian in
Crosswalk",N/A,Verbal Warning,No
10/23/2019 10:30 PM,5700 S. Dorchester,African American,Male,moving Violation - Other,Obstructing Traffic,N/A,Verbal Warning,No
10/24/2019 5:16 AM,1611 E. 55th Street,African American,Male,Traffic sign/signal,Disobeyed Stop Sign,N/A,Verbal Warning,No
10/24/2019 11:20 AM,5500 S. Cottage Grove,African American,Male,Traffic sign/signal,Disobeyed traffic control device,N/A,Verbal Warning,No
10/24/2019 2:21 PM,5402 S. Woodlawn,African American,Female,Seat belt,Child not Secured,N/A,Verbal Warning,No
10/24/2019 8:55 PM,1205 E. 56th Street,Caucasian,Male,moving Violation - Other,Wrong way on one way street,N/A,Verbal Warning,No
10/24/2019 11:27 PM,1350 E. 55th Street,African American,Male,Traffic sign/signal,Red Light Violation,N/A,Verbal Warning,No
10/26/2019 6:23 PM,5500 S. University,Caucasian,Male,moving Violation - Other,Too fast for conditions,One Citation Issued,Citation Issued,No
10/26/2019 7:26 PM,5700 S. Woodlawn,African American,Female,moving Violation - Other,Failed to yield to traffic,N/A,Verbal Warning,No
10/27/2019 2:03 AM,5900 S. Dorchester,African American,Male,Lane Violation,Wrong way on one way street,N/A,Verbal Warning,No
10/27/2019 12:57 PM,5200 S. Dorchester,Asian,Male,Lane Violation,Wrong way on one way street,N/A,Verbal Warning,No
10/27.2019 7:44 PM,5700 S. Harper,African American,Female,Lane Violation,Wrong way on one way street,N/A,Verbal Warning,No
10/28/2019 11:37 AM,950 E. Midway Plaisance,African American,Female,Traffic sign/signal,Disobeyed traffic control device,N/A,Verbal Warning,No
10/28/2019 3:35 PM,5200 S. Dorchester,African American,Male,Traffic sign/signal,Disobeyed traffic control device,N/A,Verbal Warning,No
10/29/2019 11:35 AM,"1100 E, 53rd Street",African American,Female,Traffic sign/signal,Disobeyed traffic control device,N/A,Verbal Warning,No
10/29/2019 3:56 PM,1100 E. 57th Street,Asian,Male,Traffic sign/signal,"Failure to Yield to Pedestrian in
Crosswalk",N/A,Verbal Warning,No
10/29/2019 4:05 PM,1100 E. 53rd Street,African American,Male,Traffic sign/signal,Disobeyed Stop Sign,N/A,Verbal Warning,No
10/29/2019 5:42 PM,5400 S. Woodlawn,African American,Male,Traffic sign/signal,Red Light Violation,N/A,Verbal Warning,no
10/29/2019 6:09 PM,5500 S. Woodlawn,African American,Female,Traffic sign/signal,"Failure to Yield to Pedestrian in
Crosswalk",N/A,Verbal Warning,No
10/29/2019 7:45 PM,5500 S. Kimbark,African American,Male,License Plate Registration,Expired Registration,N/A,Verbal Warning,No
10/30/2019 12:54 AM,5800 S. Stony Island,African American,Male,License Plate Registration,No License Plates,N/A,Verbal Warning,Yes
10/30/2019 7:29 AM,5800 S. Stony island,African American,Male,Traffic sign/signal,Red Light Violation,N/A,Verbal Warning,No
10/30/2019 8:07 AM,924 E. 57th Street,African American,Female,moving Violation - Other,Improper driving on roadway,N/A,Verbal Warning,No
10/30/2019 12:33 PM,5800 S. Cottage Grove,African American,Male,Traffic sign/signal,Red Light Violation,N/A,Verbal Warning,No
10/30/2019 9:57 PM,5700 S. Woodlawn,Caucasian,Male,Traffic sign/signal,Disobeyed Stop Sign,N/A,Verbal Warning,No
10/31/2019 5:44 PM,5500 S. Harper,African American,Male,Traffic sign/signal,Red Light Violation,N/A,Verbal Warning,No
10/31/2019 5:47 PM,5600 S. Blackstone,Caucasian,Female,Equipment,No Headlights when Required,N/A,Verbal Warning,No
10/31/2019 9:42 PM,5800 S. Kenwood,Hispanic,Male,Lane Violation,Wrong way on one way street,N/A,Verbal Warning,No
11/1/2019 2:49 PM,5300 S. Berkley,African American,Male,Traffic sign/signal,Disobeyed Stop Sign,N/A,Verbal Warning,No
11/1/2019 7:24 PM,5900 S. Woodlawn,African American,Male,Traffic sign/signal,Disobeyed Stop Sign,N/A,Verbal Warning,No
11/1/2019 8:37 PM,5700 S. Blackstone,Caucasian,Male,Traffic sign/signal,Disobeyed Stop Sign,N/A,Verbal Warning,No
11/2/2019 2:34 AM,5150 S. Cornell,African American,Male,Lane Violation,Wrong way on one way street,N/A,Verbal Warning,No
11/3/2019 1:48 AM,6100 S. Dorchester,African American,Male,Lane Violation,Improper Passing,N/A,Verbal Warning,No
11/3/2019 10:36 AM,5500 S. Greenwood,Caucasian,Female,Traffic sign/signal,Disobeyed traffic control device,N/A,Verbal Warning,No
11/3/2019 4:01 PM,1400 E. Midway Plaisance,African American,Female,Speed,Speeding,N/A,Verbal Warning,No
11/3/2019 4:52 PM,5100 S. Cottage Grove,African American,Male,Lane Violation,Improper Lane Usage,N/A,Verbal Warning,No
11/3/2019 8:58 PM,5500 S. Kimbark,African American,Male,Lane Violation,Improper Overtaking,N/A,Verbal Warning,No
11/3/2019 11:12 PM,5050 S. Cornell,African American,Female,Lane Violation,Wrong way on one way street,N/A,Verbal Warning,No
11/4/2019 12:46 PM,5115 S. Woodlawn,Caucasian,Female,Traffic sign/signal,Disobeyed Stop Sign,One Citation Issued,Citation Issued,No
11/4/2019 3:33 PM,1226 E. 53rd Street,African American,Male,Traffic sign/signal,Disobeyed Stop Sign,N/A,Verbal Warning,No
11/4/2019 10:02 PM,5300 S. Woodlawn,Caucasian,Male,Traffic sign/signal,Disobeyed traffic control device,N/A,Verbal Warning,No
11/5/2019 11:20 AM,5508 S. Lake Park,African American,Female,Traffic sign/signal,Disobeyed traffic control device,N/A,Verbal Warning,No
11/6/2019 10:45 PM,5600 S. Woodlawn,African American,Female,Equipment,No Headlights when Required,Two Citations Issued,Citation Issued,No
11/7/2019 12:02 PM,4830 S. Ellis,African American,Male,Traffic sign/signal,Disobeyed Stop Sign,N/A,Verbal Warning,No
11/9/2019 8:13 AM,5700 S. Lake Park,Caucasian,Female,moving Violation - Other,Wrong way on one way street,N/A,Verbal Warning,No
11/9/2019 8:42 AM,5700 S. Lake Park,African American,Male,moving Violation - Other,Wrong way on one way street,N/A,Verbal Warning,No
11/10/2019 3:31 PM,5500 S. Everett,African American,Male,Traffic sign/signal,Disobeyed Stop Sign,Two Citations Issued,Citation Issued,No
11/11/2019 8:20 PM,5800 S. Ellis,Caucasian,Female,Lane Violation,Lane Violation,N/A,Verbal Warning,No
11/11/2019 10:05 AM,1000 E. Midway Plaisance,African American,Male,Traffic sign/signal,Disobeyed Stop Sign,N/A,Verbal Warning,No
11/11/2019 1:09 PM,5100 S. Woodlawn,Caucasian,Male,Lane Violation,Improper Lane Usage,N/A,Verbal Warning,No
11/13/2019 11:15 PM,1554 E. 54th Street,African American,Female,Equipment,No Headlights when Required,N/A,Verbal Warning,No
11/13/2019 11:25 PM,5400 S. Hyde Park,Caucasian,Male,Traffic sign/signal,Disobeyed Stop Sign,N/A,Verbal Warning,No
11/13/2019 11:31 PM,5700 S blackstone,Caucasian,Male,Traffic sign/signal,Disobeyed Stop Sign,N/A,Verbal Warning,No
11/14/2019 11:38 AM,6300 S. Greenwood,African American,Female,moving Violation - Other,Wrong way on one way street,Two Citations Issued,Citation Issued,No
11/14/2019 8:56 PM,5200 S. Woodlawn,African American,female,Lane Violation,Improper U- Turn,One Citation Issued,Citation Issued,No
11/15/2019 8:56 AM,900 E. Midway Plaisance,Hispanic,Male,Lane Violation,Improper Lane Usage,N/A,Verbal Warning,No
11/15/2019 9:34 AM,5500 S. Kimbark,African American,Male,Traffic sign/signal,Disobeyed traffic control device,N/A,Verbal Warning,No
11/15/2019 3:54 PM,5500 S. Kimbark,African American,Female,Lane Violation,"Failure to Yield to Pedestrian in
Crosswalk",N/A,Verbal Warning,No
11/15/2019 4:56 PM,5200 S. University,Caucasian,Female,Lane Violation,Improper Lane Usage,N/A,Verbal Warning,No
11/15/2019 8:54 PM,54th &  Ellis,African American,Female,Lane Violation,Wrong way on one way street,N/A,Verbal Warning,No
11/15/2019 11:53 PM,56th & Maryland,African American,Female,lane Violation,Wrong way on one way street,N/A,Verbal Warning,No
11/16/2019 9:37 AM,5500 S. Woodlawn,African American,Female,moving Violation - Other,Failure to Yield to Emergency Vehicle,N/A,Verbal Warning,No
11/16/2019 9:41 AM,5500 S. Woodlawn,African American,Female,moving Violation - Other,Failure to Yield to Emergency Vehicle,N/A,Verbal Warning,No
11/16/2019 9:54 AM,5800 S. Stony Island,Asian,Female,Traffic sign/signal,Disobeyed traffic control device,N/A,Verbal Warning,No
11/16/2019 11:16 AM,4940 S. Greenwood,African American,Female,Traffic sign/signal,Disobeyed Stop Sign,N/A,Verbal Warning,No
11/16/2019 8:47 PM,1329 E. 53rd Street,African American,Male,Lane Violation,"Failure to Yield to Pedestrian in
Crosswalk",N/A,Verbal Warning,No
11/18/2019 9:43 PM,4900 S. Kimbark,Caucasian,Male,Traffic sign/signal,Disobeyed Stop Sign,N/A,Verbal Warning,No
11/20/2019 3:33 PM,5505 S. Woodlawn,African American,Male,Lane Violation,"Failure to Yield to Pedestrian in
Crosswalk",N/A,Verbal Warning,No
11/20/2019 3:56 PM,1201 E. Midway Plaisance,Caucasian,Female,Lane Violation,"Failure to Yield to Pedestrian in
Crosswalk",N/A,Verbal Warning,No
11/20/2019 6:00 PM,5200 S. Lake Park,African American,Male,Lane Violation,No Turn Signal,N/A,Verbal Warning,No
11/20/2019 7:42 PM,5700 S. Woodlawn,African American,Male,Traffic sign/signal,Disobeyed Stop Sign,N/A,Verbal Warning,No
11/20/2019 8:39 PM,5500 S. Harper,African American,Male,Traffic sign/signal,Disobeyed Stop Sign,Two Citations Issued,Citation Issued,Yes
11/20/2019 9:52 PM,5500 S. Greenwood,African American,Female,Lane Violation,No Turn Signal,N/A,Verbal Warning,No
11/21/2019 12:37 PM,5104 S. Woodlawn,African American,Female,moving Violation - Other,Failure to Yield-Turning Left,N/A,Verbal Warning,No
11/22/2019 10:31 AM,5123 S. Woodlawn,African American,Male,Traffic sign/signal,Disobeyed traffic control device,N/A,Verbal Warning,No
11/22/2019 6:05 PM,1415 E. 57th Street,Caucasian,Male,Traffic sign/signal,Disobeyed traffic control device,N/A,Verbal Warning,No
11/22/2019 8:48 PM,5300 S. Woodlawn,African American,Male,Traffic sign/signal,Disobeyed traffic control device,One Citation Issued,Citation Issued,No
11/23/2019 11:40 AM,6300 S. Ellis,Caucasian,Female,moving Violation - Other,Wrong way on one way street,N/A,Verbal Warning,No
11/23/2019 7:49 PM,5400 S. Lake Park,African American,Male,Lane Violation,Improper lane usage,N/A,Verbal Warning,No
11/24/2019 12:06 AM,5100 S. Dorchester,African American,Male,Traffic sign/signal,Disobeyed Stop Sign,N/A,Verbal Warning,No
11/24/2019 1:14 PM,6337 S. Woodlawn,African American,Male,License Plate Registration,Driving without plates on vehicle,N/A,Verbal Warning,No
11/24/2019 5:06 PM,1300 E. 56th Street,African American,Male,Equipment,Driving without headlights,N/A,Verbal Warning,No
11/25/2019 3:07 PM,1321 E. 57th Street,Caucasian,Male,Traffic sign/signal,Disobeyed Stop Sign,N/A,Verbal Warning,No
11/25/2019 5:34 PM,5300 S. University,Caucasian,Male,Traffic sign/signal,Red Light Violation,N/A,Verbal Warning,No
11/26/2019 10:32 AM,5300 S. Woodlawn,African American,Female,Traffic sign/signal,Disobeyed traffic control device,Two Citations Issued,Citation Issued,No
11/26/2019 11:28 AM,5300 S. University,African American,Male,Traffic sign/signal,Disobeyed traffic control device,N/A,Verbal Warning,No
